,ids,speaker,mfcc_feautres,label,filepath
2668,2668,yweweler,"[[-9.60212341e+02 -9.60212341e+02 -9.60212341e+02 ... -7.91168579e+02
  -7.85969299e+02 -8.85781372e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.11555496e+02
   1.20718155e+02  5.38289719e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.11935196e+01
  -3.41482067e+00  2.46440334e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.52290583e+00
   1.31619442e+00 -1.31789036e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.15672026e+01
   9.57669353e+00 -3.24379230e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.77308273e+00
  -5.56865573e-01 -6.77314949e+00]]",5,recordings/5_yweweler_30.wav
2669,2669,lucas,"[[-7.9124823e+02 -7.9124823e+02 -7.9124823e+02 ... -6.7424860e+02
  -6.8022913e+02 -7.0562738e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.5634827e+01
   7.1545792e+01  6.2767689e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.9591427e+01
  -1.5854748e+01 -2.4319439e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0136839e-01
   3.1914692e+00  2.1593409e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.8717189e-01
   3.0410075e-01  4.9010172e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.5834923e+00
  -1.3936641e+01 -4.1967897e+00]]",3,recordings/3_lucas_12.wav
2670,2670,lucas,"[[-834.2464    -834.2464    -834.2464    ... -757.27924   -767.21844
  -764.9158   ]
 [   0.           0.           0.        ...   64.16814     52.3773
    52.637592 ]
 [   0.           0.           0.        ...   16.130556     6.009592
    12.201029 ]
 ...
 [   0.           0.           0.        ...   -7.3332977    2.7966683
   -11.885078 ]
 [   0.           0.           0.        ...   -8.872272    -3.9794736
    -4.2487   ]
 [   0.           0.           0.        ...   -5.9349413   -4.909616
    -3.0073428]]",3,recordings/3_lucas_1.wav
2671,2671,yweweler,"[[-895.74677   -895.74677   -895.74677   ... -731.4461    -738.49506
  -743.0525   ]
 [   0.           0.           0.        ...  135.30351    127.21678
   119.43657  ]
 [   0.           0.           0.        ...   32.139008    32.966747
    24.03988  ]
 ...
 [   0.           0.           0.        ...   -2.0031695   -2.6145525
    -5.2007713]
 [   0.           0.           0.        ...   -1.2980816    5.016449
     5.1216893]
 [   0.           0.           0.        ...   -2.0027118   -1.5561711
   -11.5180645]]",7,recordings/7_yweweler_6.wav
2672,2672,lucas,"[[-8.5333258e+02 -8.5333258e+02 -8.5333258e+02 ... -7.4577148e+02
  -7.6524255e+02 -7.6935632e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.4693207e+01
   6.1070053e+01  6.6118973e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.6358604e+00
   3.9533739e+00  1.5071934e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.8903790e+01
  -6.3334841e-01 -6.2762442e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.1580305e+00
   9.4734154e+00  6.7753754e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.0793705e+00
  -3.8033786e+00 -1.1535083e+00]]",9,recordings/9_lucas_38.wav
2673,2673,yweweler,"[[-9.4861487e+02 -9.4861487e+02 -9.4861487e+02 ... -7.9436072e+02
  -7.9138586e+02 -8.0541345e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.0240553e+02
   1.0594320e+02  9.6196518e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.8919599e+00
  -9.1000004e+00 -4.8968010e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.2820444e+00
   5.7230783e+00 -5.3639758e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.8397537e+01
   2.6978626e+00 -8.3502388e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.6635227e+00
  -7.4961972e+00 -1.1004621e+01]]",6,recordings/6_yweweler_44.wav
2674,2674,theo,"[[-1045.105     -1045.105     -1045.105     ...  -735.4294
   -742.7942     -763.62714  ]
 [    0.            0.            0.        ...   212.17834
    215.15651     190.21686  ]
 [    0.            0.            0.        ...   -17.63789
     -3.560689    -22.26607  ]
 ...
 [    0.            0.            0.        ...    -6.1065974
     -6.89954      -9.126546 ]
 [    0.            0.            0.        ...     3.9209008
      8.340189     -7.774869 ]
 [    0.            0.            0.        ...   -29.710842
    -18.58511     -21.608406 ]]",7,recordings/7_theo_34.wav
2675,2675,yweweler,"[[-944.2789    -944.2789    -944.2789    ... -772.42664   -778.50305
  -784.3171   ]
 [   0.           0.           0.        ...  123.96779    125.50171
   110.501465 ]
 [   0.           0.           0.        ...   -2.7621694    7.0582743
    -6.5906425]
 ...
 [   0.           0.           0.        ...   -1.0236454  -13.123829
     2.171725 ]
 [   0.           0.           0.        ...   10.791117     3.3541322
     5.790642 ]
 [   0.           0.           0.        ...   -5.0702887   -1.8046293
    -7.1926255]]",2,recordings/2_yweweler_18.wav
2676,2676,yweweler,"[[-1.0256648e+03 -1.0256648e+03 -1.0256648e+03 ... -7.9546344e+02
  -8.1887726e+02 -8.0431030e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6158681e+02
   1.3832190e+02  1.4792346e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5253968e+00
  -3.3994300e+00 -1.4889690e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.6960657e+01
  -3.9096127e+00 -6.9950562e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.3868470e-01
   3.7116957e+00  5.1125908e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.8171134e+00
  -1.5652750e+01 -1.3619925e+01]]",9,recordings/9_yweweler_1.wav
2677,2677,george,"[[-829.7859     -829.7859     -829.7859     ... -650.044
  -642.6517     -659.4325    ]
 [   0.            0.            0.         ...  122.40866
   109.74894     114.59033   ]
 [   0.            0.            0.         ...  -16.665363
   -49.52034     -19.577118  ]
 ...
 [   0.            0.            0.         ...  -10.804707
   -13.042123    -17.45528   ]
 [   0.            0.            0.         ...    0.96836805
     3.5767992     1.3140473 ]
 [   0.            0.            0.         ...   -5.6975927
    -5.4200997    -3.0036469 ]]",1,recordings/1_george_31.wav
2678,2678,lucas,"[[-8.2048303e+02 -8.2048303e+02 -8.2048303e+02 ... -7.2655487e+02
  -7.3217529e+02 -7.5058270e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.3159344e+01
   4.2119152e+01  3.6710983e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.9524357e+01
  -3.0854893e+01 -1.6098515e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.5672841e+00
  -3.3068161e+00 -5.7724395e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.9304209e+00
  -6.2242961e-01 -3.4521449e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1551429e+01
  -1.3845639e+01 -8.5933151e+00]]",9,recordings/9_lucas_43.wav
2679,2679,nicolas,"[[-840.95874   -840.95874   -840.95874   ... -522.16656   -539.3092
  -539.78125  ]
 [   0.           0.           0.        ...  182.76947    171.7522
   173.57458  ]
 [   0.           0.           0.        ...  -55.245842   -56.48446
   -49.156113 ]
 ...
 [   0.           0.           0.        ...   -2.7090826  -10.3321495
     9.2972975]
 [   0.           0.           0.        ...   16.349136     1.5112454
    13.494981 ]
 [   0.           0.           0.        ...   -7.637476    -9.920563
   -14.22964  ]]",3,recordings/3_nicolas_29.wav
2680,2680,yweweler,"[[-1048.777     -1048.777     -1048.777     ...  -797.3343
   -811.6308     -834.99036  ]
 [    0.            0.            0.        ...   168.5098
    150.23593     129.83035  ]
 [    0.            0.            0.        ...   -11.8891115
    -24.678911    -34.195293 ]
 ...
 [    0.            0.            0.        ...    -6.2716475
     -3.5111864   -18.869513 ]
 [    0.            0.            0.        ...     4.6352882
      6.746666      1.4425263]
 [    0.            0.            0.        ...    -4.943048
     -8.570391     -3.7833638]]",9,recordings/9_yweweler_28.wav
2681,2681,yweweler,"[[-9.76156555e+02 -9.76156555e+02 -9.76156555e+02 ... -7.96274963e+02
  -7.94964172e+02 -8.11022888e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.21650276e+02
   1.28017227e+02  1.13589340e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.36697483e+00
  -2.37364531e+00 -5.37979484e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -8.26987171e+00
  -5.79251528e+00 -1.21817427e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.21875858e+00
   3.65374207e+00  3.96813273e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.43626175e+01
  -9.27525902e+00 -1.11133909e+01]]",1,recordings/1_yweweler_43.wav
2682,2682,george,"[[-822.3574    -822.3574    -822.3574    ... -588.3163    -617.37195
  -625.4731   ]
 [   0.           0.           0.        ...  154.66919    126.97276
   123.46026  ]
 [   0.           0.           0.        ...  -33.236305   -36.91057
   -26.84531  ]
 ...
 [   0.           0.           0.        ...  -23.695036   -12.871934
   -18.390163 ]
 [   0.           0.           0.        ...   -5.727627     7.4441347
    -5.876471 ]
 [   0.           0.           0.        ...  -10.669991    -6.9923253
   -18.86476  ]]",7,recordings/7_george_44.wav
2683,2683,theo,"[[-1064.2893    -1064.2893    -1064.2893    ...  -729.2129
   -703.53284    -730.2158   ]
 [    0.            0.            0.        ...   205.61473
    219.65283     203.52225  ]
 [    0.            0.            0.        ...   -71.28229
    -80.26844     -73.5742   ]
 ...
 [    0.            0.            0.        ...   -10.546584
     -5.494116     -5.5376477]
 [    0.            0.            0.        ...    16.520664
     16.823284     17.784561 ]
 [    0.            0.            0.        ...   -15.348829
    -17.940367    -14.916601 ]]",5,recordings/5_theo_15.wav
2684,2684,jackson,"[[-7.5035333e+02 -7.5035333e+02 -7.5035333e+02 ... -5.8687012e+02
  -6.0075378e+02 -6.1402393e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5715210e+02
   1.4779816e+02  1.2963156e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  4.5237968e+01
   4.7745354e+01  4.0428116e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.2668304e+00
  -8.0437126e+00 -1.4266788e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.4273658e+00
   1.0934490e-01 -9.3857775e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.1345749e-01
  -1.0241013e+01 -1.3582063e+01]]",0,recordings/0_jackson_1.wav
2685,2685,nicolas,"[[-839.4881    -839.4881    -839.4881    ... -539.05817   -546.7816
  -542.2782   ]
 [   0.           0.           0.        ...  166.18156    163.13234
   165.9278   ]
 [   0.           0.           0.        ...  -59.352287   -56.00186
   -56.93431  ]
 ...
 [   0.           0.           0.        ...   -6.025321     2.459412
    -3.7429972]
 [   0.           0.           0.        ...   11.578606    15.970861
     6.586569 ]
 [   0.           0.           0.        ...   -5.319875   -14.585754
   -13.772058 ]]",7,recordings/7_nicolas_19.wav
2686,2686,nicolas,"[[-832.3927    -832.3927    -832.3927    ... -539.9817    -534.65216
  -543.47723  ]
 [   0.           0.           0.        ...  173.50595    172.4834
   167.50967  ]
 [   0.           0.           0.        ...  -38.530422   -46.39815
   -48.69339  ]
 ...
 [   0.           0.           0.        ...   -8.381468    -4.831361
     1.4123075]
 [   0.           0.           0.        ...    5.0187154   11.88384
    14.318808 ]
 [   0.           0.           0.        ...  -10.890233    -2.9612312
    -9.704698 ]]",1,recordings/1_nicolas_41.wav
2687,2687,jackson,"[[-7.7152106e+02 -7.7152106e+02 -7.7152106e+02 ... -5.8222955e+02
  -5.9880298e+02 -6.1378333e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.2863364e+02
   1.1708984e+02  1.1341472e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.4792991e+00
   2.2019951e+00  9.8002167e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.3162403e+00
   9.6194804e-02  2.9397781e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  6.9269781e+00
   6.9730043e+00  7.1055770e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.8537612e+00
  -2.1587231e+01 -8.8046455e+00]]",3,recordings/3_jackson_35.wav
2688,2688,nicolas,"[[-8.3906866e+02 -8.3906866e+02 -8.3906866e+02 ... -5.4225916e+02
  -5.4045337e+02 -5.3568304e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.6710480e+02
   1.6852893e+02  1.6875209e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.4090187e+01
  -5.4790573e+01 -6.1495735e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1913346e+01
  -1.0055194e+00 -2.7813358e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.9866161e+01
   1.4202054e+01  1.4550883e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.0788803e+00
  -2.7879962e-01 -7.7694588e+00]]",3,recordings/3_nicolas_2.wav
2689,2689,nicolas,"[[-866.8146    -866.8146    -866.8146    ... -542.0091    -554.2949
  -557.9306   ]
 [   0.           0.           0.        ...  172.18228    158.9909
   161.58026  ]
 [   0.           0.           0.        ...  -84.53432    -91.52046
   -79.24837  ]
 ...
 [   0.           0.           0.        ...    4.085586    -2.655702
    -7.0311527]
 [   0.           0.           0.        ...    6.766761    12.23458
     9.489237 ]
 [   0.           0.           0.        ...  -12.288538    -3.7171297
    -6.6978645]]",5,recordings/5_nicolas_48.wav
2690,2690,lucas,"[[-808.01404   -808.01404   -808.01404   ... -641.98425   -692.4809
  -734.8855   ]
 [   0.           0.           0.        ...   83.03733     73.47441
    36.474236 ]
 [   0.           0.           0.        ...  -53.328827   -15.328668
   -28.67313  ]
 ...
 [   0.           0.           0.        ...  -11.495449    -3.8948884
     3.8320012]
 [   0.           0.           0.        ...   10.104046    10.00621
    16.065317 ]
 [   0.           0.           0.        ...    2.3872335    5.236227
     1.8897928]]",6,recordings/6_lucas_0.wav
2691,2691,nicolas,"[[-858.80225   -858.80225   -858.80225   ... -528.29456   -538.4508
  -542.95496  ]
 [   0.           0.           0.        ...  202.20415    190.14673
   184.55713  ]
 [   0.           0.           0.        ...  -34.079403   -36.75849
   -43.202686 ]
 ...
 [   0.           0.           0.        ...   13.081858     4.497482
     7.7922745]
 [   0.           0.           0.        ...   14.027461    12.457781
    15.382336 ]
 [   0.           0.           0.        ...  -23.395123   -10.576534
    -6.5247803]]",0,recordings/0_nicolas_44.wav
2692,2692,jackson,"[[-784.261     -784.261     -784.261     ... -550.99255   -569.74347
  -574.2195   ]
 [   0.           0.           0.        ...  177.0914     161.52814
   153.2175   ]
 [   0.           0.           0.        ...    6.4582644    3.302166
    -2.5625093]
 ...
 [   0.           0.           0.        ...   -2.9629416   -3.566087
    -2.4484267]
 [   0.           0.           0.        ...    4.3560724    2.1330864
     1.6532916]
 [   0.           0.           0.        ...   -0.8336508   -3.326367
    -7.3684306]]",7,recordings/7_jackson_0.wav
2693,2693,nicolas,"[[-801.6153    -801.6153    -801.6153    ... -531.8983    -522.376
  -540.9936   ]
 [   0.           0.           0.        ...  154.66861    165.27142
   148.22147  ]
 [   0.           0.           0.        ...  -42.540863   -43.44799
   -47.014645 ]
 ...
 [   0.           0.           0.        ...    5.3880463    4.352083
     2.671744 ]
 [   0.           0.           0.        ...   13.400809    20.66576
    14.86855  ]
 [   0.           0.           0.        ...   -4.0849323    6.8409986
   -12.876778 ]]",0,recordings/0_nicolas_1.wav
2694,2694,george,"[[-892.9035    -892.9035    -892.9035    ... -599.5894    -611.7626
  -619.17694  ]
 [   0.           0.           0.        ...  182.63986    177.33182
   170.78337  ]
 [   0.           0.           0.        ...  -47.584076   -35.843388
   -48.279045 ]
 ...
 [   0.           0.           0.        ...  -15.691763   -17.900114
   -23.477123 ]
 [   0.           0.           0.        ...    7.0151196   -9.631847
    -8.212639 ]
 [   0.           0.           0.        ...   -1.7674329  -12.5027895
    -6.933627 ]]",9,recordings/9_george_31.wav
2695,2695,yweweler,"[[-1005.1702    -1005.1702    -1005.1702    ...  -790.955
   -783.7263     -803.4505   ]
 [    0.            0.            0.        ...   126.95094
    135.98547     128.92664  ]
 [    0.            0.            0.        ...   -32.42492
    -35.41696     -20.73489  ]
 ...
 [    0.            0.            0.        ...   -11.105281
    -17.90733      -4.4009523]
 [    0.            0.            0.        ...    -2.8994172
     -4.7231073     8.567489 ]
 [    0.            0.            0.        ...   -13.980877
     -5.599443     -3.0758007]]",3,recordings/3_yweweler_20.wav
2696,2696,jackson,"[[-763.2049   -763.2049   -763.2049   ... -567.57825  -582.6127
  -602.1788  ]
 [   0.          0.          0.       ...  173.38002   166.21744
   148.61395 ]
 [   0.          0.          0.       ...   22.347477   33.95005
    33.133217]
 ...
 [   0.          0.          0.       ...   -3.201271   -6.49059
    -4.781676]
 [   0.          0.          0.       ...  -13.350225   -6.495685
    -4.91698 ]
 [   0.          0.          0.       ...  -13.35092    -9.081661
    -9.997355]]",0,recordings/0_jackson_18.wav
2697,2697,lucas,"[[-7.8894391e+02 -7.8894391e+02 -7.8894391e+02 ... -6.8498773e+02
  -6.9740881e+02 -7.1380591e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  7.3752243e+01
   7.4686005e+01  5.8301525e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.5532251e+01
   1.2283616e+00 -5.3347502e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1012959e+00
  -6.5996485e+00  8.1007309e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.9175057e+00
  -1.5582469e+00  4.1755877e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.9036427e-01
   4.5066586e+00 -1.4630253e+00]]",2,recordings/2_lucas_20.wav
2698,2698,jackson,"[[-800.7748    -800.7748    -800.7748    ... -630.1225    -646.72656
  -639.561    ]
 [   0.           0.           0.        ...  153.04584    140.35596
   144.21992  ]
 [   0.           0.           0.        ...   36.824303    37.45646
    37.927006 ]
 ...
 [   0.           0.           0.        ...   -9.477659    -3.4956882
   -12.158808 ]
 [   0.           0.           0.        ...  -10.47334     -1.4324526
    -8.915194 ]
 [   0.           0.           0.        ...   -5.941502    -9.0657425
    -7.4612885]]",1,recordings/1_jackson_18.wav
2699,2699,jackson,"[[-7.8658887e+02 -7.8658887e+02 -7.8658887e+02 ... -5.5506653e+02
  -5.7030743e+02 -5.6567670e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5797350e+02
   1.3930255e+02  1.4963551e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.9522575e+01
  -4.3832970e+01 -3.5182671e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0728813e+01
   5.2944717e+00  9.2696089e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.9994221e+00
  -1.9452339e-01  1.0871176e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1383249e+01
  -1.4095419e+01 -3.8310537e-01]]",4,recordings/4_jackson_0.wav
2700,2700,george,"[[-848.47363   -848.47363   -848.47363   ... -574.2325    -568.4495
  -577.94305  ]
 [   0.           0.           0.        ...  178.3568     183.99014
   183.93121  ]
 [   0.           0.           0.        ...  -40.32904    -42.429405
   -32.183346 ]
 ...
 [   0.           0.           0.        ...   -8.626677   -23.980936
   -13.519747 ]
 [   0.           0.           0.        ...   -3.0954707   -1.7852662
     4.926551 ]
 [   0.           0.           0.        ...  -13.1901245    4.324744
     2.5560293]]",1,recordings/1_george_46.wav
2701,2701,nicolas,"[[-7.9278467e+02 -7.9278467e+02 -7.9278467e+02 ... -5.4419446e+02
  -5.4341632e+02 -5.3860571e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3676117e+02
   1.3723502e+02  1.3921262e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.7282700e+01
  -4.4531128e+01 -4.8475014e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.9310889e+00
  -6.2928039e-01 -2.5747528e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.2614275e+01
   1.1456628e+01  1.8745190e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.9915485e+00
  -1.4871559e+01 -2.1305373e+00]]",7,recordings/7_nicolas_37.wav
2702,2702,george,"[[-763.7846    -763.7846    -763.7846    ... -556.275     -589.44366
  -598.5999   ]
 [   0.           0.           0.        ...  138.9336     116.97261
   122.3781   ]
 [   0.           0.           0.        ...  -40.34121    -34.439075
   -13.940629 ]
 ...
 [   0.           0.           0.        ...   -6.734718     1.8084967
     2.1770465]
 [   0.           0.           0.        ...  -12.604978    -9.240013
     3.7228937]
 [   0.           0.           0.        ...  -21.017574   -20.828995
    -1.6757727]]",4,recordings/4_george_42.wav
2703,2703,nicolas,"[[-898.9456    -898.9456    -898.9456    ... -548.6068    -555.63715
  -565.3423   ]
 [   0.           0.           0.        ...  198.71507    186.53629
   180.5184   ]
 [   0.           0.           0.        ...  -57.990788   -75.80103
   -73.99764  ]
 ...
 [   0.           0.           0.        ...    2.8297544   -1.634825
    -9.159628 ]
 [   0.           0.           0.        ...    5.0634027   16.39136
     7.9295263]
 [   0.           0.           0.        ...  -20.014393    -5.154187
   -15.640511 ]]",2,recordings/2_nicolas_24.wav
2704,2704,george,"[[-8.4184827e+02 -8.4184827e+02 -8.4184827e+02 ... -6.2919104e+02
  -6.3187231e+02 -6.3335107e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.5281104e+02
   1.4766412e+02  1.5164233e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0268711e+01
  -1.1815121e+01 -9.9717751e+00]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.7607449e+01
  -1.4808962e+01 -1.5114483e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.1008421e+01
  -9.4985447e+00 -6.1406821e-01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.9382038e+00
  -1.7778513e+01 -5.4272451e+00]]",2,recordings/2_george_9.wav
2705,2705,lucas,"[[-738.61633   -733.6792    -765.1456    ... -649.1497    -681.2623
  -701.6803   ]
 [  28.644157    36.98614     28.996292  ...  106.26847     87.02026
    74.194855 ]
 [ -16.598557   -11.341471    13.393681  ...  -16.134884   -11.0817375
    -5.6114893]
 ...
 [  -3.6923385    4.599043    -2.8668942 ...   -2.488952    -3.0327506
    -4.1122136]
 [  -9.866358    -6.1715717   -5.644186  ...   15.52429      8.8558855
     4.0234027]
 [ -11.10169    -11.150957    -2.0780287 ...    3.0367012   -9.668596
    -4.3057175]]",5,recordings/5_lucas_30.wav
2706,2706,nicolas,"[[-908.1715    -908.1715    -908.1715    ... -568.8257    -565.2516
  -560.0451   ]
 [   0.           0.           0.        ...  187.19855    189.85306
   193.22305  ]
 [   0.           0.           0.        ...  -67.27588    -67.57863
   -69.92682  ]
 ...
 [   0.           0.           0.        ...    2.953358    -1.237413
    -2.5173364]
 [   0.           0.           0.        ...   19.726698    10.860073
    12.706013 ]
 [   0.           0.           0.        ...   -5.2846785  -12.195619
   -16.128733 ]]",7,recordings/7_nicolas_49.wav
2707,2707,lucas,"[[-7.4476935e+02 -7.4476935e+02 -7.4476935e+02 ... -6.8368213e+02
  -7.0089636e+02 -6.9939832e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  5.9858673e+01
   4.5405197e+01  4.7843647e+01]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.2522346e+01
   1.7670797e+01  1.9882664e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.2655632e-01
  -3.8548434e-01 -2.4326172e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.0801877e+00
   9.5320206e+00 -1.0823364e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.4270325e+00
   7.5660086e+00 -4.4202032e+00]]",4,recordings/4_lucas_3.wav
2708,2708,nicolas,"[[-918.064     -918.064     -918.064     ... -573.64124   -565.1883
  -582.23987  ]
 [   0.           0.           0.        ...  189.87823    196.52054
   172.88531  ]
 [   0.           0.           0.        ...  -70.8893     -67.52911
   -68.56061  ]
 ...
 [   0.           0.           0.        ...   -2.9281902   -1.2822353
    -2.6767387]
 [   0.           0.           0.        ...   16.191399     9.42346
    17.710571 ]
 [   0.           0.           0.        ...   -2.2346478  -10.387787
    -6.58648  ]]",9,recordings/9_nicolas_18.wav
2709,2709,nicolas,"[[-7.7275360e+02 -7.7275360e+02 -7.7275360e+02 ... -5.3244220e+02
  -5.3172644e+02 -5.2539374e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.3821190e+02
   1.4007364e+02  1.4002744e+02]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.0177086e+01
  -4.0795380e+01 -4.4066814e+01]
 ...
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -6.5494924e+00
  -3.7560015e+00 -4.7845383e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.5645247e+00
   3.9954609e-01  4.5009203e+00]
 [ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.7731240e-01
  -1.1908114e+01 -1.5504609e+01]]",7,recordings/7_nicolas_2.wav
2710,2710,jackson,"[[-4.9963531e+02 -4.7074210e+02 -4.4758032e+02 ... -6.6044745e+02
  -5.9366675e+02 -5.9169281e+02]
 [ 9.7504852e+01  1.6560588e+02  1.7401382e+02 ...  3.1203697e+01
   1.1167107e+02  8.5430923e+01]
 [-4.8067287e+01 -5.2816193e+01 -5.6965111e+01 ... -3.7687454e+01
  -1.8669624e+00 -2.5504293e+01]
 ...
 [-3.5657127e+00  6.0648375e+00  4.1568084e+00 ... -1.3683069e+01
  -7.5230284e+00 -1.1506609e+01]
 [-2.9546971e+00  5.5356889e+00  1.4164476e+01 ...  4.2596078e-01
   3.2393682e+00  5.0072875e+00]
 [-2.4361632e+00 -4.6626234e+00 -3.6792512e+00 ...  9.7574472e+00
  -3.0185506e+00  3.2106962e+00]]",2,recordings/2_jackson_21.wav
